profile_variant,scenario,scenario_seed,planner,node_count,lora_nodes,zigbee_nodes,ble_nodes,wifi_nodes,total_time_s,flight_distance_m,max_blackout_s,meets_90s_budget,wait_time_s,service_time_s,protocol_switches,radio_obstacle_hits,runtime_ms,route
public_trace_calibrated,random_heterogeneous_iot_public_trace_calibrated_seed_115,115,genetic_algorithm,14,3,4,5,2,1749.671,5059.007,113.663,0,397.87,982.048,12,2,649.218,N13 -> N08 -> N11 -> N04 -> N14 -> N07 -> N02 -> N09 -> N10 -> N06 -> N03 -> N05 -> N12 -> N01
public_trace_calibrated,random_heterogeneous_iot_public_trace_calibrated_seed_115,115,particle_swarm,14,3,4,5,2,1749.671,5059.007,113.663,0,397.87,982.048,12,2,177.562,N13 -> N08 -> N11 -> N04 -> N14 -> N07 -> N02 -> N09 -> N10 -> N06 -> N03 -> N05 -> N12 -> N01
public_trace_calibrated,random_heterogeneous_iot_public_trace_calibrated_seed_116,116,distance_only,14,4,2,6,2,3164.778,3539.174,316.086,0,1254.845,1589.403,10,1,0.033,N13 -> N14 -> N09 -> N04 -> N10 -> N06 -> N05 -> N12 -> N07 -> N08 -> N11 -> N01 -> N03 -> N02
public_trace_calibrated,random_heterogeneous_iot_public_trace_calibrated_seed_116,116,ordinary_collection,14,4,2,6,2,3074.414,2998.023,269.472,0,1217.991,1584.903,8,1,26.405,N13 -> N14 -> N06 -> N10 -> N04 -> N09 -> N05 -> N12 -> N07 -> N03 -> N02 -> N01 -> N11 -> N08
public_trace_calibrated,random_heterogeneous_iot_public_trace_calibrated_seed_116,116,protocol_aware,14,4,2,6,2,2293.068,5363.401,87.615,1,221.522,1585.803,8,1,468.897,N08 -> N02 -> N07 -> N09 -> N10 -> N12 -> N06 -> N04 -> N03 -> N05 -> N11 -> N01 -> N14 -> N13
public_trace_calibrated,random_heterogeneous_iot_public_trace_calibrated_seed_116,116,bounded_blackout,14,4,2,6,2,2408.724,6180.32,78.272,1,264.692,1584.303,7,1,1208.84,N08 -> N02 -> N07 -> N09 -> N06 -> N13 -> N10 -> N05 -> N03 -> N04 -> N11 -> N01 -> N14 -> N12
public_trace_calibrated,random_heterogeneous_iot_public_trace_calibrated_seed_116,116,genetic_algorithm,14,4,2,6,2,2376.968,4949.786,114.687,0,339.981,1588.703,10,1,766.881,N04 -> N14 -> N08 -> N09 -> N10 -> N06 -> N05 -> N12 -> N03 -> N01 -> N11 -> N02 -> N07 -> N13
public_trace_calibrated,random_heterogeneous_iot_public_trace_calibrated_seed_116,116,particle_swarm,14,4,2,6,2,2343.315,5107.628,107.976,0,293.533,1587.203,9,1,315.672,N04 -> N14 -> N10 -> N06 -> N09 -> N08 -> N13 -> N05 -> N12 -> N03 -> N01 -> N11 -> N02 -> N07
public_trace_calibrated,random_heterogeneous_iot_public_trace_calibrated_seed_117,117,distance_only,14,2,3,3,6,1919.298,3766.465,219.948,0,623.761,956.412,8,1,0.032,N01 -> N14 -> N08 -> N05 -> N12 -> N09 -> N04 -> N03 -> N02 -> N13 -> N06 -> N11 -> N07 -> N10
public_trace_calibrated,random_heterogeneous_iot_public_trace_calibrated_seed_117,117,ordinary_collection,14,2,3,3,6,1763.536,3451.856,121.73,0,493.325,959.412,11,1,20.816,N01 -> N10 -> N03 -> N13 -> N06 -> N11 -> N02 -> N07 -> N04 -> N09 -> N12 -> N05 -> N08 -> N14
public_trace_calibrated,random_heterogeneous_iot_public_trace_calibrated_seed_117,117,protocol_aware,14,2,3,3,6,1719.612,6400.252,136.056,0,185.134,958.212,10,1,195.284,N14 -> N10 -> N12 -> N04 -> N02 -> N03 -> N11 -> N13 -> N09 -> N06 -> N07 -> N01 -> N08 -> N05
public_trace_calibrated,random_heterogeneous_iot_public_trace_calibrated_seed_117,117,bounded_blackout,14,2,3,3,6,1884.219,6866.539,82.725,1,306.758,959.212,10,1,662.059,N05 -> N04 -> N08 -> N13 -> N12 -> N09 -> N10 -> N02 -> N14 -> N01 -> N06 -> N11 -> N07 -> N03
public_trace_calibrated,random_heterogeneous_iot_public_trace_calibrated_seed_117,117,genetic_algorithm,14,2,3,3,6,1777.907,5816.404,100.564,0,293.797,960.412,11,1,736.348,N08 -> N11 -> N14 -> N05 -> N12 -> N09 -> N04 -> N06 -> N02 -> N13 -> N03 -> N10 -> N07 -> N01
public_trace_calibrated,random_heterogeneous_iot_public_trace_calibrated_seed_117,117,particle_swarm,14,2,3,3,6,1603.536,4848.6,71.807,1,206.765,960.212,11,1,202.064,N01 -> N13 -> N06 -> N10 -> N03 -> N11 -> N02 -> N09 -> N07 -> N04 -> N05 -> N12 -> N08 -> N14
public_trace_calibrated,random_heterogeneous_iot_public_trace_calibrated_seed_118,118,distance_only,14,3,6,4,1,2563.283,3379.939,174.968,0,883.005,1426.76,11,2,0.05,N12 -> N09 -> N04 -> N06 -> N03 -> N05 -> N10 -> N02 -> N01 -> N14 -> N07 -> N11 -> N13 -> N08
public_trace_calibrated,random_heterogeneous_iot_public_trace_calibrated_seed_118,118,ordinary_collection,14,3,6,4,1,2496.276,3191.751,174.968,0,830.113,1426.76,11,2,31.957,N12 -> N09 -> N04 -> N06 -> N03 -> N05 -> N10 -> N02 -> N01 -> N14 -> N07 -> N08 -> N11 -> N13
public_trace_calibrated,random_heterogeneous_iot_public_trace_calibrated_seed_118,118,protocol_aware,14,3,6,4,1,1983.819,5431.9,71.395,1,154.73,1421.66,8,2,234.227,N13 -> N11 -> N08 -> N07 -> N05 -> N03 -> N02 -> N06 -> N09 -> N04 -> N14 -> N10 -> N12 -> N01
public_trace_calibrated,random_heterogeneous_iot_public_trace_calibrated_seed_118,118,bounded_blackout,14,3,6,4,1,1983.819,6030.932,61.77,1,109.798,1421.66,8,2,1021.572,N13 -> N11 -> N08 -> N07 -> N05 -> N03 -> N02 -> N06 -> N09 -> N14 -> N04 -> N10 -> N12 -> N01
public_trace_calibrated,random_heterogeneous_iot_public_trace_calibrated_seed_118,118,genetic_algorithm,14,3,6,4,1,2265.01,6151.328,108.088,0,384.758,1418.86,6,2,771.426,N13 -> N07 -> N08 -> N11 -> N05 -> N04 -> N12 -> N10 -> N09 -> N01 -> N14 -> N02 -> N06 -> N03
public_trace_calibrated,random_heterogeneous_iot_public_trace_calibrated_seed_118,118,particle_swarm,14,3,6,4,1,2265.01,6151.328,108.088,0,384.758,1418.86,6,2,247.974,N13 -> N07 -> N08 -> N11 -> N05 -> N04 -> N12 -> N10 -> N09 -> N01 -> N14 -> N02 -> N06 -> N03
public_trace_calibrated,random_heterogeneous_iot_public_trace_calibrated_seed_119,119,distance_only,14,3,3,4,4,2187.846,3429.754,286.244,0,849.25,1082.688,10,2,0.034,N09 -> N08 -> N11 -> N03 -> N13 -> N01 -> N02 -> N06 -> N07 -> N05 -> N14 -> N12 -> N04 -> N10
public_trace_calibrated,random_heterogeneous_iot_public_trace_calibrated_seed_119,119,ordinary_collection,14,3,3,4,4,1982.519,3367.323,208.409,0,649.381,1081.888,10,2,20.756,N09 -> N10 -> N04 -> N12 -> N14 -> N05 -> N07 -> N06 -> N02 -> N01 -> N13 -> N03 -> N11 -> N08
public_trace_calibrated,random_heterogeneous_iot_public_trace_calibrated_seed_119,119,protocol_aware,14,3,3,4,4,1775.68,4198.6,133.137,0,380.516,1081.888,10,2,181.543,N11 -> N10 -> N04 -> N03 -> N13 -> N01 -> N02 -> N06 -> N07 -> N05 -> N14 -> N12 -> N08 -> N09
public_trace_calibrated,random_heterogeneous_iot_public_trace_calibrated_seed_119,119,bounded_blackout,14,3,3,4,4,1784.987,5698.539,77.125,1,273.006,1086.788,13,2,973.591,N01 -> N11 -> N08 -> N10 -> N04 -> N12 -> N06 -> N03 -> N09 -> N05 -> N14 -> N07 -> N02 -> N13
public_trace_calibrated,random_heterogeneous_iot_public_trace_calibrated_seed_119,119,genetic_algorithm,14,3,3,4,4,1822.519,5683.654,108.718,0,313.549,1084.888,12,2,782.364,N11 -> N01 -> N02 -> N13 -> N12 -> N04 -> N06 -> N10 -> N07 -> N05 -> N14 -> N03 -> N09 -> N08
public_trace_calibrated,random_heterogeneous_iot_public_trace_calibrated_seed_119,119,particle_swarm,14,3,3,4,4,1822.519,5683.654,108.718,0,313.549,1084.888,12,2,247.2,N11 -> N01 -> N02 -> N13 -> N12 -> N04 -> N06 -> N10 -> N07 -> N05 -> N14 -> N03 -> N09 -> N08
public_trace_calibrated,random_heterogeneous_iot_public_trace_calibrated_seed_120,120,distance_only,14,3,7,2,2,2559.735,3168.647,207.23,0,819.238,1491.165,10,0,0.036,N10 -> N07 -> N14 -> N02 -> N05 -> N03 -> N06 -> N13 -> N12 -> N08 -> N09 -> N01 -> N04 -> N11
public_trace_calibrated,random_heterogeneous_iot_public_trace_calibrated_seed_120,120,ordinary_collection,14,3,7,2,2,2646.865,2997.046,279.762,0,921.571,1489.465,10,0,33.317,N02 -> N05 -> N03 -> N06 -> N13 -> N12 -> N08 -> N09 -> N01 -> N04 -> N11 -> N14 -> N07 -> N10
public_trace_calibrated,random_heterogeneous_iot_public_trace_calibrated_seed_120,120,protocol_aware,14,3,7,2,2,2205.407,5215.242,123.347,0,308.27,1486.765,8,0,307.355,N05 -> N07 -> N09 -> N08 -> N12 -> N04 -> N01 -> N11 -> N10 -> N14 -> N06 -> N03 -> N13 -> N02
public_trace_calibrated,random_heterogeneous_iot_public_trace_calibrated_seed_120,120,bounded_blackout,14,3,7,2,2,2271.0,7939.729,85.136,1,154.581,1491.665,10,0,1025.988,N06 -> N09 -> N10 -> N08 -> N05 -> N02 -> N01 -> N07 -> N14 -> N03 -> N11 -> N12 -> N13 -> N04
public_trace_calibrated,random_heterogeneous_iot_public_trace_calibrated_seed_120,120,genetic_algorithm,14,3,7,2,2,2207.607,5060.212,107.089,0,318.269,1491.165,10,0,717.993,N11 -> N09 -> N04 -> N01 -> N08 -> N13 -> N03 -> N07 -> N10 -> N05 -> N06 -> N12 -> N14 -> N02
public_trace_calibrated,random_heterogeneous_iot_public_trace_calibrated_seed_120,120,particle_swarm,14,3,7,2,2,2247.511,6686.788,114.604,0,235.782,1485.565,7,0,235.71,N06 -> N13 -> N02 -> N04 -> N05 -> N03 -> N08 -> N07 -> N14 -> N12 -> N09 -> N01 -> N11 -> N10
public_trace_calibrated,random_heterogeneous_iot_public_trace_calibrated_seed_121,121,distance_only,14,1,7,1,5,1538.502,3884.451,215.961,0,610.289,565.828,10,5,0.033,N10 -> N11 -> N05 -> N06 -> N12 -> N02 -> N14 -> N04 -> N03 -> N07 -> N13 -> N08 -> N01 -> N09
public_trace_calibrated,random_heterogeneous_iot_public_trace_calibrated_seed_121,121,ordinary_collection,14,1,7,1,5,1591.633,3316.017,134.722,0,716.449,565.828,10,5,35.513,N10 -> N11 -> N08 -> N01 -> N09 -> N13 -> N05 -> N07 -> N06 -> N12 -> N02 -> N03 -> N14 -> N04
public_trace_calibrated,random_heterogeneous_iot_public_trace_calibrated_seed_121,121,protocol_aware,14,1,7,1,5,1190.12,4875.179,112.669,0,170.68,564.628,9,5,203.806,N04 -> N11 -> N02 -> N06 -> N07 -> N01 -> N13 -> N08 -> N09 -> N12 -> N14 -> N03 -> N05 -> N10
public_trace_calibrated,random_heterogeneous_iot_public_trace_calibrated_seed_121,121,bounded_blackout,14,1,7,1,5,1191.694,5714.226,74.711,1,95.179,563.428,8,5,905.355,N13 -> N11 -> N02 -> N14 -> N07 -> N01 -> N08 -> N09 -> N04 -> N12 -> N06 -> N03 -> N05 -> N10
public_trace_calibrated,random_heterogeneous_iot_public_trace_calibrated_seed_121,121,genetic_algorithm,14,1,7,1,5,1304.179,5766.081,112.037,0,199.027,567.228,11,5,746.529,N13 -> N14 -> N12 -> N06 -> N04 -> N07 -> N02 -> N08 -> N09 -> N01 -> N05 -> N03 -> N11 -> N10
public_trace_calibrated,random_heterogeneous_iot_public_trace_calibrated_seed_121,121,particle_swarm,14,1,7,1,5,1304.179,5766.081,112.037,0,199.027,567.228,11,5,255.484,N13 -> N14 -> N12 -> N06 -> N04 -> N07 -> N02 -> N08 -> N09 -> N01 -> N05 -> N03 -> N11 -> N10
public_trace_calibrated,random_heterogeneous_iot_public_trace_calibrated_seed_122,122,distance_only,14,2,5,3,4,2179.982,3627.847,285.753,0,924.358,955.722,9,3,0.042,N08 -> N13 -> N04 -> N07 -> N06 -> N03 -> N01 -> N12 -> N11 -> N05 -> N10 -> N02 -> N14 -> N09
public_trace_calibrated,random_heterogeneous_iot_public_trace_calibrated_seed_122,122,ordinary_collection,14,2,5,3,4,1952.773,3451.973,285.753,0,711.688,955.722,9,3,12.566,N08 -> N13 -> N04 -> N07 -> N06 -> N03 -> N01 -> N12 -> N11 -> N10 -> N02 -> N05 -> N09 -> N14
public_trace_calibrated,random_heterogeneous_iot_public_trace_calibrated_seed_122,122,protocol_aware,14,2,5,3,4,1472.272,4803.817,84.889,1,115.434,959.722,12,3,211.598,N08 -> N13 -> N02 -> N09 -> N11 -> N10 -> N05 -> N12 -> N01 -> N14 -> N03 -> N04 -> N07 -> N06
public_trace_calibrated,random_heterogeneous_iot_public_trace_calibrated_seed_122,122,bounded_blackout,14,2,5,3,4,1523.33,5494.387,72.026,1,110.606,958.522,11,3,741.719,N08 -> N04 -> N02 -> N09 -> N11 -> N10 -> N05 -> N12 -> N01 -> N14 -> N06 -> N07 -> N13 -> N03
public_trace_calibrated,random_heterogeneous_iot_public_trace_calibrated_seed_122,122,genetic_algorithm,14,2,5,3,4,1714.254,6772.633,107.599,0,199.561,954.822,9,3,662.947,N07 -> N11 -> N06 -> N10 -> N02 -> N09 -> N14 -> N05 -> N13 -> N03 -> N04 -> N12 -> N01 -> N08
public_trace_calibrated,random_heterogeneous_iot_public_trace_calibrated_seed_122,122,particle_swarm,14,2,5,3,4,1655.259,5923.972,95.692,0,205.922,959.622,12,3,178.23,N13 -> N07 -> N06 -> N08 -> N01 -> N02 -> N11 -> N10 -> N04 -> N03 -> N14 -> N09 -> N05 -> N12
public_trace_calibrated,random_heterogeneous_iot_public_trace_calibrated_seed_123,123,distance_only,14,5,1,3,5,3585.538,3799.594,273.109,0,1255.757,2057.241,11,2,0.034,N14 -> N04 -> N11 -> N01 -> N05 -> N07 -> N12 -> N06 -> N09 -> N10 -> N02 -> N08 -> N03 -> N13
public_trace_calibrated,random_heterogeneous_iot_public_trace_calibrated_seed_123,123,ordinary_collection,14,5,1,3,5,3114.719,3447.841,306.663,0,812.468,2054.941,10,2,27.55,N14 -> N02 -> N08 -> N10 -> N03 -> N13 -> N09 -> N06 -> N12 -> N01 -> N05 -> N07 -> N11 -> N04
public_trace_calibrated,random_heterogeneous_iot_public_trace_calibrated_seed_123,123,protocol_aware,14,5,1,3,5,2663.087,5594.249,119.474,0,202.177,2059.641,12,2,344.123,N02 -> N14 -> N11 -> N01 -> N03 -> N09 -> N06 -> N12 -> N07 -> N05 -> N08 -> N13 -> N10 -> N04
public_trace_calibrated,random_heterogeneous_iot_public_trace_calibrated_seed_123,123,bounded_blackout,14,5,1,3,5,2875.582,6653.068,91.131,0,342.625,2055.741,10,2,1032.989,N11 -> N08 -> N03 -> N13 -> N02 -> N10 -> N05 -> N06 -> N14 -> N01 -> N07 -> N09 -> N12 -> N04
public_trace_calibrated,random_heterogeneous_iot_public_trace_calibrated_seed_123,123,genetic_algorithm,14,5,1,3,5,2875.582,6653.068,91.131,0,342.625,2055.741,10,2,759.406,N11 -> N08 -> N03 -> N13 -> N02 -> N10 -> N05 -> N06 -> N14 -> N01 -> N07 -> N09 -> N12 -> N04
public_trace_calibrated,random_heterogeneous_iot_public_trace_calibrated_seed_123,123,particle_swarm,14,5,1,3,5,2875.582,6653.068,91.131,0,342.625,2055.741,10,2,272.426,N11 -> N08 -> N03 -> N13 -> N02 -> N10 -> N05 -> N06 -> N14 -> N01 -> N07 -> N09 -> N12 -> N04
public_trace_calibrated,random_heterogeneous_iot_public_trace_calibrated_seed_124,124,distance_only,14,5,3,3,3,4730.418,3084.109,291.618,0,1148.922,3321.393,11,3,0.04,N03 -> N06 -> N02 -> N05 -> N14 -> N10 -> N04 -> N11 -> N12 -> N07 -> N08 -> N01 -> N09 -> N13
public_trace_calibrated,random_heterogeneous_iot_public_trace_calibrated_seed_124,124,ordinary_collection,14,5,3,3,3,4730.418,2850.97,291.618,0,1169.984,3319.993,10,3,30.182,N03 -> N06 -> N02 -> N05 -> N14 -> N11 -> N04 -> N10 -> N12 -> N07 -> N08 -> N01 -> N09 -> N13
public_trace_calibrated,random_heterogeneous_iot_public_trace_calibrated_seed_124,124,protocol_aware,14,5,3,3,3,4201.271,5388.45,107.296,0,423.534,3323.293,12,3,256.13,N01 -> N07 -> N13 -> N03 -> N02 -> N06 -> N04 -> N11 -> N12 -> N10 -> N08 -> N14 -> N05 -> N09
public_trace_calibrated,random_heterogeneous_iot_public_trace_calibrated_seed_124,124,bounded_blackout,14,5,3,3,3,4266.011,6264.695,93.008,0,415.675,3321.993,11,3,896.826,N09 -> N07 -> N04 -> N03 -> N10 -> N06 -> N14 -> N11 -> N12 -> N02 -> N08 -> N13 -> N05 -> N01
public_trace_calibrated,random_heterogeneous_iot_public_trace_calibrated_seed_124,124,genetic_algorithm,14,5,3,3,3,4201.271,5388.45,107.296,0,423.534,3323.293,12,3,688.408,N01 -> N07 -> N13 -> N03 -> N02 -> N06 -> N04 -> N11 -> N12 -> N10 -> N08 -> N14 -> N05 -> N09
public_trace_calibrated,random_heterogeneous_iot_public_trace_calibrated_seed_124,124,particle_swarm,14,5,3,3,3,4163.43,5333.969,106.571,0,391.688,3321.893,11,3,207.317,N01 -> N07 -> N13 -> N03 -> N02 -> N06 -> N04 -> N11 -> N12 -> N10 -> N08 -> N09 -> N14 -> N05
public_trace_calibrated,random_heterogeneous_iot_public_trace_calibrated_seed_125,125,distance_only,14,2,7,2,3,2790.119,4050.295,146.237,0,650.657,1848.196,6,5,0.033,N10 -> N02 -> N13 -> N08 -> N12 -> N03 -> N07 -> N11 -> N09 -> N14 -> N01 -> N06 -> N05 -> N04
public_trace_calibrated,random_heterogeneous_iot_public_trace_calibrated_seed_125,125,ordinary_collection,14,2,7,2,3,3096.544,2996.445,255.496,0,1030.368,1850.696,7,5,33.513,N05 -> N06 -> N01 -> N14 -> N09 -> N11 -> N07 -> N12 -> N03 -> N04 -> N08 -> N13 -> N02 -> N10
public_trace_calibrated,random_heterogeneous_iot_public_trace_calibrated_seed_125,125,protocol_aware,14,2,7,2,3,2594.795,5059.217,92.431,0,376.28,1854.696,9,5,172.714,N01 -> N05 -> N13 -> N02 -> N10 -> N04 -> N07 -> N08 -> N03 -> N11 -> N12 -> N09 -> N14 -> N06
public_trace_calibrated,random_heterogeneous_iot_public_trace_calibrated_seed_125,125,bounded_blackout,14,2,7,2,3,2657.892,6880.071,88.898,1,309.135,1853.996,9,5,766.935,N07 -> N02 -> N06 -> N08 -> N03 -> N09 -> N14 -> N11 -> N12 -> N10 -> N04 -> N13 -> N01 -> N05
public_trace_calibrated,random_heterogeneous_iot_public_trace_calibrated_seed_125,125,genetic_algorithm,14,2,7,2,3,2693.456,6419.539,110.963,0,380.618,1851.196,8,5,857.027,N07 -> N02 -> N04 -> N08 -> N05 -> N03 -> N10 -> N11 -> N09 -> N14 -> N01 -> N06 -> N12 -> N13
public_trace_calibrated,random_heterogeneous_iot_public_trace_calibrated_seed_125,125,particle_swarm,14,2,7,2,3,2693.456,6419.539,110.963,0,380.618,1851.196,8,5,262.948,N07 -> N02 -> N04 -> N08 -> N05 -> N03 -> N10 -> N11 -> N09 -> N14 -> N01 -> N06 -> N12 -> N13
public_trace_calibrated,random_heterogeneous_iot_public_trace_calibrated_seed_126,126,distance_only,14,3,8,1,2,2742.046,3095.803,241.101,0,953.045,1541.892,9,2,0.035,N10 -> N05 -> N01 -> N11 -> N13 -> N09 -> N14 -> N02 -> N04 -> N03 -> N08 -> N06 -> N12 -> N07
public_trace_calibrated,random_heterogeneous_iot_public_trace_calibrated_seed_126,126,ordinary_collection,14,3,8,1,2,2622.046,2965.229,247.267,0,839.067,1546.292,11,2,18.009,N10 -> N01 -> N05 -> N11 -> N13 -> N14 -> N09 -> N02 -> N04 -> N03 -> N06 -> N08 -> N12 -> N07
public_trace_calibrated,random_heterogeneous_iot_public_trace_calibrated_seed_126,126,protocol_aware,14,3,8,1,2,2102.207,4983.325,71.923,1,161.543,1542.892,9,2,263.291,N07 -> N12 -> N06 -> N04 -> N03 -> N02 -> N09 -> N05 -> N14 -> N08 -> N13 -> N11 -> N10 -> N01
public_trace_calibrated,random_heterogeneous_iot_public_trace_calibrated_seed_126,126,bounded_blackout,14,3,8,1,2,2102.207,4983.325,71.923,1,161.543,1542.892,9,2,996.008,N07 -> N12 -> N06 -> N04 -> N03 -> N02 -> N09 -> N05 -> N14 -> N08 -> N13 -> N11 -> N10 -> N01
public_trace_calibrated,random_heterogeneous_iot_public_trace_calibrated_seed_126,126,genetic_algorithm,14,3,8,1,2,2204.666,5690.494,119.582,0,212.155,1538.292,7,2,728.522,N11 -> N08 -> N02 -> N01 -> N13 -> N05 -> N14 -> N09 -> N04 -> N03 -> N10 -> N07 -> N12 -> N06
public_trace_calibrated,random_heterogeneous_iot_public_trace_calibrated_seed_126,126,particle_swarm,14,3,8,1,2,2204.666,5690.494,119.582,0,212.155,1538.292,7,2,220.36,N11 -> N08 -> N02 -> N01 -> N13 -> N05 -> N14 -> N09 -> N04 -> N03 -> N10 -> N07 -> N12 -> N06
public_trace_calibrated,random_heterogeneous_iot_public_trace_calibrated_seed_127,127,distance_only,14,4,8,1,1,3088.77,3255.618,283.094,0,1027.37,1764.488,10,2,0.037,N06 -> N02 -> N11 -> N07 -> N03 -> N13 -> N08 -> N05 -> N04 -> N14 -> N09 -> N01 -> N12 -> N10
public_trace_calibrated,random_heterogeneous_iot_public_trace_calibrated_seed_127,127,ordinary_collection,14,4,8,1,1,2774.366,3181.726,119.121,0,721.105,1763.088,9,2,20.097,N06 -> N10 -> N12 -> N01 -> N14 -> N09 -> N04 -> N05 -> N03 -> N08 -> N13 -> N07 -> N11 -> N02
public_trace_calibrated,random_heterogeneous_iot_public_trace_calibrated_seed_127,127,protocol_aware,14,4,8,1,1,2614.92,6280.184,116.68,0,282.28,1759.888,8,2,342.876,N06 -> N07 -> N10 -> N12 -> N14 -> N05 -> N13 -> N08 -> N02 -> N09 -> N03 -> N01 -> N11 -> N04
public_trace_calibrated,random_heterogeneous_iot_public_trace_calibrated_seed_127,127,bounded_blackout,14,4,8,1,1,2648.493,4532.781,102.403,0,472.016,1763.088,9,2,968.362,N06 -> N11 -> N02 -> N08 -> N13 -> N03 -> N05 -> N01 -> N10 -> N14 -> N07 -> N09 -> N04 -> N12
public_trace_calibrated,random_heterogeneous_iot_public_trace_calibrated_seed_127,127,genetic_algorithm,14,4,8,1,1,2689.813,5120.554,112.052,0,461.132,1761.688,8,2,758.358,N14 -> N09 -> N10 -> N12 -> N04 -> N05 -> N07 -> N01 -> N06 -> N02 -> N11 -> N08 -> N03 -> N13
public_trace_calibrated,random_heterogeneous_iot_public_trace_calibrated_seed_127,127,particle_swarm,14,4,8,1,1,2689.813,5120.554,112.052,0,461.132,1761.688,8,2,217.993,N14 -> N09 -> N10 -> N12 -> N04 -> N05 -> N07 -> N01 -> N06 -> N02 -> N11 -> N08 -> N03 -> N13
public_trace_calibrated,random_heterogeneous_iot_public_trace_calibrated_seed_128,128,distance_only,14,3,6,3,2,3131.045,3791.681,131.833,0,723.162,2085.474,8,4,0.037,N14 -> N13 -> N05 -> N01 -> N08 -> N03 -> N11 -> N06 -> N12 -> N02 -> N10 -> N07 -> N09 -> N04
public_trace_calibrated,random_heterogeneous_iot_public_trace_calibrated_seed_128,128,ordinary_collection,14,3,6,3,2,3134.57,3007.721,291.448,0,791.348,2087.474,9,4,40.201,N14 -> N06 -> N11 -> N13 -> N05 -> N01 -> N08 -> N02 -> N12 -> N04 -> N09 -> N10 -> N07 -> N03
public_trace_calibrated,random_heterogeneous_iot_public_trace_calibrated_seed_128,128,protocol_aware,14,3,6,3,2,2769.645,4481.526,81.438,1,305.304,2083.274,7,4,179.373,N10 -> N07 -> N09 -> N02 -> N08 -> N03 -> N11 -> N06 -> N14 -> N01 -> N05 -> N13 -> N12 -> N04
public_trace_calibrated,random_heterogeneous_iot_public_trace_calibrated_seed_128,128,bounded_blackout,14,3,6,3,2,2772.045,5560.085,72.232,1,213.894,2085.374,8,4,880.508,N10 -> N09 -> N05 -> N14 -> N01 -> N12 -> N08 -> N06 -> N13 -> N04 -> N02 -> N07 -> N03 -> N11
public_trace_calibrated,random_heterogeneous_iot_public_trace_calibrated_seed_128,128,genetic_algorithm,14,3,6,3,2,2772.045,5521.369,86.561,1,216.586,2085.974,9,4,706.472,N10 -> N09 -> N05 -> N14 -> N07 -> N01 -> N08 -> N06 -> N02 -> N12 -> N04 -> N13 -> N03 -> N11
public_trace_calibrated,random_heterogeneous_iot_public_trace_calibrated_seed_128,128,particle_swarm,14,3,6,3,2,2772.045,5521.369,86.561,1,216.586,2085.974,9,4,207.51,N10 -> N09 -> N05 -> N14 -> N07 -> N01 -> N08 -> N06 -> N02 -> N12 -> N04 -> N13 -> N03 -> N11
public_trace_calibrated,random_heterogeneous_iot_public_trace_calibrated_seed_129,129,distance_only,14,1,8,3,2,1434.764,3378.28,116.27,0,510.05,675.989,9,1,0.035,N11 -> N10 -> N13 -> N06 -> N08 -> N07 -> N01 -> N02 -> N03 -> N09 -> N04 -> N14 -> N05 -> N12
public_trace_calibrated,random_heterogeneous_iot_public_trace_calibrated_seed_129,129,ordinary_collection,14,1,8,3,2,1521.009,3244.633,105.498,0,606.135,675.989,9,1,26.959,N11 -> N06 -> N02 -> N01 -> N07 -> N08 -> N03 -> N14 -> N04 -> N09 -> N05 -> N12 -> N13 -> N10
public_trace_calibrated,random_heterogeneous_iot_public_trace_calibrated_seed_129,129,protocol_aware,14,1,8,3,2,1221.009,4990.945,100.649,0,182.664,670.889,6,1,232.606,N13 -> N11 -> N02 -> N06 -> N08 -> N07 -> N12 -> N05 -> N14 -> N03 -> N04 -> N01 -> N09 -> N10
public_trace_calibrated,random_heterogeneous_iot_public_trace_calibrated_seed_129,129,bounded_blackout,14,1,8,3,2,1215.822,5167.089,58.313,1,162.608,672.789,8,1,847.13,N10 -> N11 -> N02 -> N03 -> N13 -> N04 -> N14 -> N05 -> N09 -> N06 -> N08 -> N12 -> N07 -> N01
public_trace_calibrated,random_heterogeneous_iot_public_trace_calibrated_seed_129,129,genetic_algorithm,14,1,8,3,2,1221.009,4850.489,107.989,0,190.105,673.789,8,1,736.371,N13 -> N11 -> N02 -> N06 -> N08 -> N07 -> N01 -> N05 -> N14 -> N03 -> N04 -> N12 -> N09 -> N10
public_trace_calibrated,random_heterogeneous_iot_public_trace_calibrated_seed_129,129,particle_swarm,14,1,8,3,2,1221.009,4990.945,100.649,0,182.664,670.889,6,1,258.589,N13 -> N11 -> N02 -> N06 -> N08 -> N07 -> N12 -> N05 -> N14 -> N03 -> N04 -> N01 -> N09 -> N10
public_trace_calibrated,random_heterogeneous_iot_public_trace_calibrated_seed_130,130,distance_only,14,3,3,3,5,2815.596,3360.544,164.026,0,809.751,1692.745,12,4,0.129,N12 -> N14 -> N09 -> N01 -> N10 -> N03 -> N11 -> N07 -> N06 -> N04 -> N08 -> N02 -> N13 -> N05
public_trace_calibrated,random_heterogeneous_iot_public_trace_calibrated_seed_130,130,ordinary_collection,14,3,3,3,5,2715.452,3148.175,164.026,0,729.393,1692.745,12,4,22.882,N12 -> N14 -> N09 -> N01 -> N10 -> N03 -> N06 -> N07 -> N11 -> N04 -> N08 -> N05 -> N02 -> N13
