scenario_seed,phase_error_s,planner,total_time_s,flight_distance_m,max_blackout_s,meets_90s_budget,mission_feasible,planning_runtime_ms,route
715,20.0,bounded_blackout,1552.443,3004.696,167.597,0,0,1672.816,N04 -> N07 -> N03 -> N14 -> N13 -> N12 -> N02 -> N10 -> N06 -> N05 -> N08 -> N11 -> N01 -> N09
715,30.0,distance_only,1396.733,2270.284,213.406,0,1,0.021,N07 -> N06 -> N10 -> N04 -> N12 -> N02 -> N05 -> N11 -> N08 -> N01 -> N03 -> N14 -> N09 -> N13
715,30.0,protocol_aware,1500.69,2970.036,221.976,0,0,284.185,N04 -> N03 -> N12 -> N14 -> N11 -> N08 -> N02 -> N06 -> N10 -> N01 -> N09 -> N05 -> N13 -> N07
715,30.0,bounded_blackout,1273.352,3004.696,157.069,0,1,1672.816,N04 -> N07 -> N03 -> N14 -> N13 -> N12 -> N02 -> N10 -> N06 -> N05 -> N08 -> N11 -> N01 -> N09
716,0.0,distance_only,1785.512,2918.941,129.377,0,0,0.022,N13 -> N10 -> N03 -> N12 -> N06 -> N02 -> N01 -> N04 -> N05 -> N07 -> N08 -> N14 -> N11 -> N09
716,0.0,protocol_aware,1417.983,2992.365,94.927,0,1,389.371,N04 -> N05 -> N01 -> N02 -> N07 -> N08 -> N06 -> N10 -> N09 -> N03 -> N11 -> N14 -> N12 -> N13
716,0.0,bounded_blackout,1419.58,3566.766,68.51,1,1,2310.529,N02 -> N09 -> N14 -> N11 -> N03 -> N07 -> N04 -> N05 -> N01 -> N08 -> N10 -> N12 -> N06 -> N13
716,2.0,distance_only,1786.485,2918.941,131.37,0,0,0.022,N13 -> N10 -> N03 -> N12 -> N06 -> N02 -> N01 -> N04 -> N05 -> N07 -> N08 -> N14 -> N11 -> N09
716,2.0,protocol_aware,1419.406,2992.365,95.277,0,1,389.371,N04 -> N05 -> N01 -> N02 -> N07 -> N08 -> N06 -> N10 -> N09 -> N03 -> N11 -> N14 -> N12 -> N13
716,2.0,bounded_blackout,1421.003,3566.766,67.662,1,1,2310.529,N02 -> N09 -> N14 -> N11 -> N03 -> N07 -> N04 -> N05 -> N01 -> N08 -> N10 -> N12 -> N06 -> N13
716,5.0,distance_only,1786.493,2918.941,127.463,0,0,0.022,N13 -> N10 -> N03 -> N12 -> N06 -> N02 -> N01 -> N04 -> N05 -> N07 -> N08 -> N14 -> N11 -> N09
716,5.0,protocol_aware,1416.002,2992.365,90.876,0,1,389.371,N04 -> N05 -> N01 -> N02 -> N07 -> N08 -> N06 -> N10 -> N09 -> N03 -> N11 -> N14 -> N12 -> N13
716,5.0,bounded_blackout,1417.599,3566.766,72.298,1,1,2310.529,N02 -> N09 -> N14 -> N11 -> N03 -> N07 -> N04 -> N05 -> N01 -> N08 -> N10 -> N12 -> N06 -> N13
716,10.0,distance_only,1792.419,2918.941,131.019,0,0,0.022,N13 -> N10 -> N03 -> N12 -> N06 -> N02 -> N01 -> N04 -> N05 -> N07 -> N08 -> N14 -> N11 -> N09
716,10.0,protocol_aware,1420.26,2992.365,86.367,1,1,389.371,N04 -> N05 -> N01 -> N02 -> N07 -> N08 -> N06 -> N10 -> N09 -> N03 -> N11 -> N14 -> N12 -> N13
716,10.0,bounded_blackout,2141.857,3566.766,228.483,0,0,2310.529,N02 -> N09 -> N14 -> N11 -> N03 -> N07 -> N04 -> N05 -> N01 -> N08 -> N10 -> N12 -> N06 -> N13
716,20.0,distance_only,1782.868,2918.941,159.624,0,0,0.022,N13 -> N10 -> N03 -> N12 -> N06 -> N02 -> N01 -> N04 -> N05 -> N07 -> N08 -> N14 -> N11 -> N09
716,20.0,protocol_aware,1641.254,2992.365,165.166,0,0,389.371,N04 -> N05 -> N01 -> N02 -> N07 -> N08 -> N06 -> N10 -> N09 -> N03 -> N11 -> N14 -> N12 -> N13
716,20.0,bounded_blackout,1650.3,3566.766,164.516,0,0,2310.529,N02 -> N09 -> N14 -> N11 -> N03 -> N07 -> N04 -> N05 -> N01 -> N08 -> N10 -> N12 -> N06 -> N13
716,30.0,distance_only,1814.804,2918.941,111.503,0,0,0.022,N13 -> N10 -> N03 -> N12 -> N06 -> N02 -> N01 -> N04 -> N05 -> N07 -> N08 -> N14 -> N11 -> N09
716,30.0,protocol_aware,2141.726,2992.365,238.29,0,0,389.371,N04 -> N05 -> N01 -> N02 -> N07 -> N08 -> N06 -> N10 -> N09 -> N03 -> N11 -> N14 -> N12 -> N13
716,30.0,bounded_blackout,1903.323,3566.766,207.766,0,0,2310.529,N02 -> N09 -> N14 -> N11 -> N03 -> N07 -> N04 -> N05 -> N01 -> N08 -> N10 -> N12 -> N06 -> N13
717,0.0,distance_only,1887.095,2520.447,219.919,0,0,0.023,N07 -> N09 -> N12 -> N05 -> N08 -> N13 -> N03 -> N11 -> N14 -> N10 -> N01 -> N04 -> N06 -> N02
717,0.0,protocol_aware,1359.304,3272.541,106.02,0,1,469.628,N09 -> N01 -> N06 -> N14 -> N10 -> N02 -> N13 -> N04 -> N03 -> N11 -> N08 -> N12 -> N07 -> N05
717,0.0,bounded_blackout,1217.473,3618.312,54.477,1,1,1983.169,N09 -> N12 -> N05 -> N11 -> N03 -> N01 -> N04 -> N14 -> N02 -> N13 -> N07 -> N08 -> N06 -> N10
717,2.0,distance_only,1889.079,2520.447,218.229,0,0,0.023,N07 -> N09 -> N12 -> N05 -> N08 -> N13 -> N03 -> N11 -> N14 -> N10 -> N01 -> N04 -> N06 -> N02
717,2.0,protocol_aware,1357.387,3272.541,106.402,0,1,469.628,N09 -> N01 -> N06 -> N14 -> N10 -> N02 -> N13 -> N04 -> N03 -> N11 -> N08 -> N12 -> N07 -> N05
717,2.0,bounded_blackout,1216.901,3618.312,54.477,1,1,1983.169,N09 -> N12 -> N05 -> N11 -> N03 -> N01 -> N04 -> N14 -> N02 -> N13 -> N07 -> N08 -> N06 -> N10
717,5.0,distance_only,1885.381,2520.447,174.727,0,0,0.023,N07 -> N09 -> N12 -> N05 -> N08 -> N13 -> N03 -> N11 -> N14 -> N10 -> N01 -> N04 -> N06 -> N02
717,5.0,protocol_aware,1360.144,3272.541,104.854,0,1,469.628,N09 -> N01 -> N06 -> N14 -> N10 -> N02 -> N13 -> N04 -> N03 -> N11 -> N08 -> N12 -> N07 -> N05
717,5.0,bounded_blackout,1220.964,3618.312,54.477,1,1,1983.169,N09 -> N12 -> N05 -> N11 -> N03 -> N01 -> N04 -> N14 -> N02 -> N13 -> N07 -> N08 -> N06 -> N10
717,10.0,distance_only,1894.281,2520.447,223.702,0,0,0.023,N07 -> N09 -> N12 -> N05 -> N08 -> N13 -> N03 -> N11 -> N14 -> N10 -> N01 -> N04 -> N06 -> N02
717,10.0,protocol_aware,1642.735,3272.541,224.634,0,0,469.628,N09 -> N01 -> N06 -> N14 -> N10 -> N02 -> N13 -> N04 -> N03 -> N11 -> N08 -> N12 -> N07 -> N05
717,10.0,bounded_blackout,1698.19,3618.312,182.629,0,0,1983.169,N09 -> N12 -> N05 -> N11 -> N03 -> N01 -> N04 -> N14 -> N02 -> N13 -> N07 -> N08 -> N06 -> N10
717,20.0,distance_only,1905.994,2520.447,172.253,0,0,0.023,N07 -> N09 -> N12 -> N05 -> N08 -> N13 -> N03 -> N11 -> N14 -> N10 -> N01 -> N04 -> N06 -> N02
717,20.0,protocol_aware,1835.543,3272.541,223.963,0,0,469.628,N09 -> N01 -> N06 -> N14 -> N10 -> N02 -> N13 -> N04 -> N03 -> N11 -> N08 -> N12 -> N07 -> N05
717,20.0,bounded_blackout,1460.973,3618.312,159.843,0,1,1983.169,N09 -> N12 -> N05 -> N11 -> N03 -> N01 -> N04 -> N14 -> N02 -> N13 -> N07 -> N08 -> N06 -> N10
717,30.0,distance_only,1892.874,2520.447,229.513,0,0,0.023,N07 -> N09 -> N12 -> N05 -> N08 -> N13 -> N03 -> N11 -> N14 -> N10 -> N01 -> N04 -> N06 -> N02
717,30.0,protocol_aware,1631.717,3272.541,229.513,0,0,469.628,N09 -> N01 -> N06 -> N14 -> N10 -> N02 -> N13 -> N04 -> N03 -> N11 -> N08 -> N12 -> N07 -> N05
717,30.0,bounded_blackout,1707.198,3618.312,175.734,0,0,1983.169,N09 -> N12 -> N05 -> N11 -> N03 -> N01 -> N04 -> N14 -> N02 -> N13 -> N07 -> N08 -> N06 -> N10
718,0.0,distance_only,1459.135,2506.879,144.346,0,1,0.023,N14 -> N07 -> N09 -> N04 -> N02 -> N01 -> N10 -> N11 -> N12 -> N08 -> N13 -> N05 -> N03 -> N06
718,0.0,protocol_aware,928.049,3073.048,58.93,1,1,306.509,N14 -> N09 -> N04 -> N05 -> N02 -> N13 -> N08 -> N06 -> N03 -> N01 -> N07 -> N12 -> N10 -> N11
718,0.0,bounded_blackout,928.049,3073.048,58.93,1,1,2146.764,N14 -> N09 -> N04 -> N05 -> N02 -> N13 -> N08 -> N06 -> N03 -> N01 -> N07 -> N12 -> N10 -> N11
718,2.0,distance_only,1461.132,2506.879,142.89,0,1,0.023,N14 -> N07 -> N09 -> N04 -> N02 -> N01 -> N10 -> N11 -> N12 -> N08 -> N13 -> N05 -> N03 -> N06
718,2.0,protocol_aware,1049.972,3073.048,108.884,0,1,306.509,N14 -> N09 -> N04 -> N05 -> N02 -> N13 -> N08 -> N06 -> N03 -> N01 -> N07 -> N12 -> N10 -> N11
718,2.0,bounded_blackout,1049.972,3073.048,108.884,0,1,2146.764,N14 -> N09 -> N04 -> N05 -> N02 -> N13 -> N08 -> N06 -> N03 -> N01 -> N07 -> N12 -> N10 -> N11
718,5.0,distance_only,1456.081,2506.879,149.107,0,1,0.023,N14 -> N07 -> N09 -> N04 -> N02 -> N01 -> N10 -> N11 -> N12 -> N08 -> N13 -> N05 -> N03 -> N06
718,5.0,protocol_aware,929.984,3073.048,58.93,1,1,306.509,N14 -> N09 -> N04 -> N05 -> N02 -> N13 -> N08 -> N06 -> N03 -> N01 -> N07 -> N12 -> N10 -> N11
718,5.0,bounded_blackout,929.984,3073.048,58.93,1,1,2146.764,N14 -> N09 -> N04 -> N05 -> N02 -> N13 -> N08 -> N06 -> N03 -> N01 -> N07 -> N12 -> N10 -> N11
718,10.0,distance_only,1464.735,2506.879,185.88,0,1,0.023,N14 -> N07 -> N09 -> N04 -> N02 -> N01 -> N10 -> N11 -> N12 -> N08 -> N13 -> N05 -> N03 -> N06
718,10.0,protocol_aware,1046.454,3073.048,108.121,0,1,306.509,N14 -> N09 -> N04 -> N05 -> N02 -> N13 -> N08 -> N06 -> N03 -> N01 -> N07 -> N12 -> N10 -> N11
718,10.0,bounded_blackout,1046.454,3073.048,108.121,0,1,2146.764,N14 -> N09 -> N04 -> N05 -> N02 -> N13 -> N08 -> N06 -> N03 -> N01 -> N07 -> N12 -> N10 -> N11
718,20.0,distance_only,1440.084,2506.879,195.663,0,1,0.023,N14 -> N07 -> N09 -> N04 -> N02 -> N01 -> N10 -> N11 -> N12 -> N08 -> N13 -> N05 -> N03 -> N06
718,20.0,protocol_aware,1409.567,3073.048,153.279,0,1,306.509,N14 -> N09 -> N04 -> N05 -> N02 -> N13 -> N08 -> N06 -> N03 -> N01 -> N07 -> N12 -> N10 -> N11
718,20.0,bounded_blackout,1409.567,3073.048,153.279,0,1,2146.764,N14 -> N09 -> N04 -> N05 -> N02 -> N13 -> N08 -> N06 -> N03 -> N01 -> N07 -> N12 -> N10 -> N11
718,30.0,distance_only,1555.61,2506.879,219.598,0,0,0.023,N14 -> N07 -> N09 -> N04 -> N02 -> N01 -> N10 -> N11 -> N12 -> N08 -> N13 -> N05 -> N03 -> N06
718,30.0,protocol_aware,1437.76,3073.048,170.43,0,1,306.509,N14 -> N09 -> N04 -> N05 -> N02 -> N13 -> N08 -> N06 -> N03 -> N01 -> N07 -> N12 -> N10 -> N11
718,30.0,bounded_blackout,1437.76,3073.048,170.43,0,1,2146.764,N14 -> N09 -> N04 -> N05 -> N02 -> N13 -> N08 -> N06 -> N03 -> N01 -> N07 -> N12 -> N10 -> N11
719,0.0,distance_only,1339.278,3092.824,105.902,0,1,0.021,N10 -> N14 -> N13 -> N08 -> N12 -> N03 -> N04 -> N06 -> N02 -> N07 -> N05 -> N09 -> N11 -> N01
719,0.0,protocol_aware,903.557,3485.823,73.596,1,1,380.634,N11 -> N04 -> N06 -> N05 -> N07 -> N09 -> N02 -> N03 -> N12 -> N14 -> N01 -> N08 -> N13 -> N10
719,0.0,bounded_blackout,903.557,3485.823,73.596,1,1,2562.877,N11 -> N04 -> N06 -> N05 -> N07 -> N09 -> N02 -> N03 -> N12 -> N14 -> N01 -> N08 -> N13 -> N10
719,2.0,distance_only,1340.084,3092.824,109.389,0,1,0.021,N10 -> N14 -> N13 -> N08 -> N12 -> N03 -> N04 -> N06 -> N02 -> N07 -> N05 -> N09 -> N11 -> N01
719,2.0,protocol_aware,1052.379,3485.823,99.061,0,1,380.634,N11 -> N04 -> N06 -> N05 -> N07 -> N09 -> N02 -> N03 -> N12 -> N14 -> N01 -> N08 -> N13 -> N10
719,2.0,bounded_blackout,1052.379,3485.823,99.061,0,1,2562.877,N11 -> N04 -> N06 -> N05 -> N07 -> N09 -> N02 -> N03 -> N12 -> N14 -> N01 -> N08 -> N13 -> N10
719,5.0,distance_only,1337.768,3092.824,179.271,0,1,0.021,N10 -> N14 -> N13 -> N08 -> N12 -> N03 -> N04 -> N06 -> N02 -> N07 -> N05 -> N09 -> N11 -> N01
719,5.0,protocol_aware,1121.705,3485.823,96.041,0,1,380.634,N11 -> N04 -> N06 -> N05 -> N07 -> N09 -> N02 -> N03 -> N12 -> N14 -> N01 -> N08 -> N13 -> N10
719,5.0,bounded_blackout,1121.705,3485.823,96.041,0,1,2562.877,N11 -> N04 -> N06 -> N05 -> N07 -> N09 -> N02 -> N03 -> N12 -> N14 -> N01 -> N08 -> N13 -> N10
719,10.0,distance_only,1348.699,3092.824,163.326,0,1,0.021,N10 -> N14 -> N13 -> N08 -> N12 -> N03 -> N04 -> N06 -> N02 -> N07 -> N05 -> N09 -> N11 -> N01
719,10.0,protocol_aware,1267.396,3485.823,113.877,0,1,380.634,N11 -> N04 -> N06 -> N05 -> N07 -> N09 -> N02 -> N03 -> N12 -> N14 -> N01 -> N08 -> N13 -> N10
719,10.0,bounded_blackout,1267.396,3485.823,113.877,0,1,2562.877,N11 -> N04 -> N06 -> N05 -> N07 -> N09 -> N02 -> N03 -> N12 -> N14 -> N01 -> N08 -> N13 -> N10
719,20.0,distance_only,1396.817,3092.824,198.079,0,1,0.021,N10 -> N14 -> N13 -> N08 -> N12 -> N03 -> N04 -> N06 -> N02 -> N07 -> N05 -> N09 -> N11 -> N01
719,20.0,protocol_aware,1393.322,3485.823,118.904,0,1,380.634,N11 -> N04 -> N06 -> N05 -> N07 -> N09 -> N02 -> N03 -> N12 -> N14 -> N01 -> N08 -> N13 -> N10
719,20.0,bounded_blackout,1393.322,3485.823,118.904,0,1,2562.877,N11 -> N04 -> N06 -> N05 -> N07 -> N09 -> N02 -> N03 -> N12 -> N14 -> N01 -> N08 -> N13 -> N10
719,30.0,distance_only,1318.407,3092.824,157.045,0,1,0.021,N10 -> N14 -> N13 -> N08 -> N12 -> N03 -> N04 -> N06 -> N02 -> N07 -> N05 -> N09 -> N11 -> N01
719,30.0,protocol_aware,1278.901,3485.823,130.767,0,1,380.634,N11 -> N04 -> N06 -> N05 -> N07 -> N09 -> N02 -> N03 -> N12 -> N14 -> N01 -> N08 -> N13 -> N10
719,30.0,bounded_blackout,1278.901,3485.823,130.767,0,1,2562.877,N11 -> N04 -> N06 -> N05 -> N07 -> N09 -> N02 -> N03 -> N12 -> N14 -> N01 -> N08 -> N13 -> N10
720,0.0,distance_only,1442.101,2263.161,181.574,0,1,0.021,N04 -> N01 -> N06 -> N10 -> N12 -> N14 -> N05 -> N07 -> N03 -> N13 -> N09 -> N11 -> N02 -> N08
720,0.0,protocol_aware,1010.892,2848.468,89.291,1,1,270.645,N08 -> N09 -> N02 -> N11 -> N06 -> N14 -> N13 -> N10 -> N03 -> N05 -> N07 -> N01 -> N12 -> N04
720,0.0,bounded_blackout,868.512,2365.901,50.285,1,1,1617.571,N04 -> N01 -> N12 -> N05 -> N07 -> N06 -> N09 -> N13 -> N03 -> N11 -> N02 -> N08 -> N10 -> N14
720,2.0,distance_only,1442.758,2263.161,181.643,0,1,0.021,N04 -> N01 -> N06 -> N10 -> N12 -> N14 -> N05 -> N07 -> N03 -> N13 -> N09 -> N11 -> N02 -> N08
720,2.0,protocol_aware,1010.017,2848.468,88.601,1,1,270.645,N08 -> N09 -> N02 -> N11 -> N06 -> N14 -> N13 -> N10 -> N03 -> N05 -> N07 -> N01 -> N12 -> N04
720,2.0,bounded_blackout,869.748,2365.901,50.864,1,1,1617.571,N04 -> N01 -> N12 -> N05 -> N07 -> N06 -> N09 -> N13 -> N03 -> N11 -> N02 -> N08 -> N10 -> N14
720,5.0,distance_only,1444.872,2263.161,177.998,0,1,0.021,N04 -> N01 -> N06 -> N10 -> N12 -> N14 -> N05 -> N07 -> N03 -> N13 -> N09 -> N11 -> N02 -> N08
720,5.0,protocol_aware,1488.91,2848.468,201.559,0,1,270.645,N08 -> N09 -> N02 -> N11 -> N06 -> N14 -> N13 -> N10 -> N03 -> N05 -> N07 -> N01 -> N12 -> N04
720,5.0,bounded_blackout,870.325,2365.901,49.327,1,1,1617.571,N04 -> N01 -> N12 -> N05 -> N07 -> N06 -> N09 -> N13 -> N03 -> N11 -> N02 -> N08 -> N10 -> N14
720,10.0,distance_only,1439.889,2263.161,191.201,0,1,0.021,N04 -> N01 -> N06 -> N10 -> N12 -> N14 -> N05 -> N07 -> N03 -> N13 -> N09 -> N11 -> N02 -> N08
720,10.0,protocol_aware,1135.312,2848.468,99.36,0,1,270.645,N08 -> N09 -> N02 -> N11 -> N06 -> N14 -> N13 -> N10 -> N03 -> N05 -> N07 -> N01 -> N12 -> N04
720,10.0,bounded_blackout,1147.107,2365.901,132.259,0,1,1617.571,N04 -> N01 -> N12 -> N05 -> N07 -> N06 -> N09 -> N13 -> N03 -> N11 -> N02 -> N08 -> N10 -> N14
720,20.0,distance_only,1440.249,2263.161,170.896,0,1,0.021,N04 -> N01 -> N06 -> N10 -> N12 -> N14 -> N05 -> N07 -> N03 -> N13 -> N09 -> N11 -> N02 -> N08
720,20.0,protocol_aware,1845.135,2848.468,220.322,0,0,270.645,N08 -> N09 -> N02 -> N11 -> N06 -> N14 -> N13 -> N10 -> N03 -> N05 -> N07 -> N01 -> N12 -> N04
720,20.0,bounded_blackout,1640.596,2365.901,234.727,0,0,1617.571,N04 -> N01 -> N12 -> N05 -> N07 -> N06 -> N09 -> N13 -> N03 -> N11 -> N02 -> N08 -> N10 -> N14
720,30.0,distance_only,1467.851,2263.161,162.133,0,1,0.021,N04 -> N01 -> N06 -> N10 -> N12 -> N14 -> N05 -> N07 -> N03 -> N13 -> N09 -> N11 -> N02 -> N08
720,30.0,protocol_aware,1393.993,2848.468,201.769,0,1,270.645,N08 -> N09 -> N02 -> N11 -> N06 -> N14 -> N13 -> N10 -> N03 -> N05 -> N07 -> N01 -> N12 -> N04
720,30.0,bounded_blackout,1836.576,2365.901,214.759,0,0,1617.571,N04 -> N01 -> N12 -> N05 -> N07 -> N06 -> N09 -> N13 -> N03 -> N11 -> N02 -> N08 -> N10 -> N14
721,0.0,distance_only,1343.611,2451.708,92.096,0,1,0.021,N06 -> N02 -> N11 -> N09 -> N01 -> N12 -> N08 -> N07 -> N03 -> N13 -> N10 -> N14 -> N04 -> N05
721,0.0,protocol_aware,1123.564,3083.815,109.599,0,1,285.975,N07 -> N04 -> N03 -> N05 -> N13 -> N14 -> N01 -> N10 -> N02 -> N09 -> N06 -> N08 -> N11 -> N12
721,0.0,bounded_blackout,963.33,3231.059,46.262,1,1,1790.613,N01 -> N08 -> N11 -> N12 -> N09 -> N10 -> N13 -> N07 -> N03 -> N14 -> N05 -> N06 -> N04 -> N02
721,2.0,distance_only,1344.071,2451.708,91.798,0,1,0.021,N06 -> N02 -> N11 -> N09 -> N01 -> N12 -> N08 -> N07 -> N03 -> N13 -> N10 -> N14 -> N04 -> N05
721,2.0,protocol_aware,1124.652,3083.815,108.107,0,1,285.975,N07 -> N04 -> N03 -> N05 -> N13 -> N14 -> N01 -> N10 -> N02 -> N09 -> N06 -> N08 -> N11 -> N12
721,2.0,bounded_blackout,965.164,3231.059,46.262,1,1,1790.613,N01 -> N08 -> N11 -> N12 -> N09 -> N10 -> N13 -> N07 -> N03 -> N14 -> N05 -> N06 -> N04 -> N02
721,5.0,distance_only,1342.854,2451.708,95.393,0,1,0.021,N06 -> N02 -> N11 -> N09 -> N01 -> N12 -> N08 -> N07 -> N03 -> N13 -> N10 -> N14 -> N04 -> N05
721,5.0,protocol_aware,1599.129,3083.815,229.073,0,0,285.975,N07 -> N04 -> N03 -> N05 -> N13 -> N14 -> N01 -> N10 -> N02 -> N09 -> N06 -> N08 -> N11 -> N12
721,5.0,bounded_blackout,1062.038,3231.059,135.418,0,1,1790.613,N01 -> N08 -> N11 -> N12 -> N09 -> N10 -> N13 -> N07 -> N03 -> N14 -> N05 -> N06 -> N04 -> N02
721,10.0,distance_only,1566.526,2451.708,223.959,0,0,0.021,N06 -> N02 -> N11 -> N09 -> N01 -> N12 -> N08 -> N07 -> N03 -> N13 -> N10 -> N14 -> N04 -> N05
721,10.0,protocol_aware,1353.96,3083.815,172.565,0,1,285.975,N07 -> N04 -> N03 -> N05 -> N13 -> N14 -> N01 -> N10 -> N02 -> N09 -> N06 -> N08 -> N11 -> N12
721,10.0,bounded_blackout,956.146,3231.059,58.778,1,1,1790.613,N01 -> N08 -> N11 -> N12 -> N09 -> N10 -> N13 -> N07 -> N03 -> N14 -> N05 -> N06 -> N04 -> N02
721,20.0,distance_only,1344.15,2451.708,142.827,0,1,0.021,N06 -> N02 -> N11 -> N09 -> N01 -> N12 -> N08 -> N07 -> N03 -> N13 -> N10 -> N14 -> N04 -> N05
721,20.0,protocol_aware,1342.507,3083.815,206.985,0,1,285.975,N07 -> N04 -> N03 -> N05 -> N13 -> N14 -> N01 -> N10 -> N02 -> N09 -> N06 -> N08 -> N11 -> N12
721,20.0,bounded_blackout,1433.864,3231.059,229.747,0,1,1790.613,N01 -> N08 -> N11 -> N12 -> N09 -> N10 -> N13 -> N07 -> N03 -> N14 -> N05 -> N06 -> N04 -> N02
721,30.0,distance_only,1308.745,2451.708,135.529,0,1,0.021,N06 -> N02 -> N11 -> N09 -> N01 -> N12 -> N08 -> N07 -> N03 -> N13 -> N10 -> N14 -> N04 -> N05
721,30.0,protocol_aware,1575.916,3083.815,209.868,0,0,285.975,N07 -> N04 -> N03 -> N05 -> N13 -> N14 -> N01 -> N10 -> N02 -> N09 -> N06 -> N08 -> N11 -> N12
721,30.0,bounded_blackout,1295.364,3231.059,210.66,0,1,1790.613,N01 -> N08 -> N11 -> N12 -> N09 -> N10 -> N13 -> N07 -> N03 -> N14 -> N05 -> N06 -> N04 -> N02
722,0.0,distance_only,1623.585,3187.079,220.858,0,0,0.022,N10 -> N05 -> N04 -> N03 -> N08 -> N14 -> N07 -> N13 -> N02 -> N01 -> N12 -> N11 -> N09 -> N06
722,0.0,protocol_aware,958.729,3054.416,85.055,1,1,687.389,N04 -> N05 -> N07 -> N02 -> N06 -> N01 -> N13 -> N12 -> N09 -> N03 -> N11 -> N08 -> N10 -> N14
722,0.0,bounded_blackout,912.487,3341.394,71.773,1,1,2955.275,N04 -> N05 -> N03 -> N08 -> N10 -> N11 -> N07 -> N13 -> N06 -> N01 -> N14 -> N09 -> N02 -> N12
722,2.0,distance_only,1625.574,3187.079,221.099,0,0,0.022,N10 -> N05 -> N04 -> N03 -> N08 -> N14 -> N07 -> N13 -> N02 -> N01 -> N12 -> N11 -> N09 -> N06
722,2.0,protocol_aware,957.466,3054.416,81.332,1,1,687.389,N04 -> N05 -> N07 -> N02 -> N06 -> N01 -> N13 -> N12 -> N09 -> N03 -> N11 -> N08 -> N10 -> N14
722,2.0,bounded_blackout,910.512,3341.394,71.773,1,1,2955.275,N04 -> N05 -> N03 -> N08 -> N10 -> N11 -> N07 -> N13 -> N06 -> N01 -> N14 -> N09 -> N02 -> N12
722,5.0,distance_only,1623.096,3187.079,214.636,0,0,0.022,N10 -> N05 -> N04 -> N03 -> N08 -> N14 -> N07 -> N13 -> N02 -> N01 -> N12 -> N11 -> N09 -> N06
722,5.0,protocol_aware,960.769,3054.416,82.584,1,1,687.389,N04 -> N05 -> N07 -> N02 -> N06 -> N01 -> N13 -> N12 -> N09 -> N03 -> N11 -> N08 -> N10 -> N14
722,5.0,bounded_blackout,915.75,3341.394,71.773,1,1,2955.275,N04 -> N05 -> N03 -> N08 -> N10 -> N11 -> N07 -> N13 -> N06 -> N01 -> N14 -> N09 -> N02 -> N12
722,10.0,distance_only,1632.015,3187.079,225.522,0,0,0.022,N10 -> N05 -> N04 -> N03 -> N08 -> N14 -> N07 -> N13 -> N02 -> N01 -> N12 -> N11 -> N09 -> N06
722,10.0,protocol_aware,1193.979,3054.416,120.975,0,1,687.389,N04 -> N05 -> N07 -> N02 -> N06 -> N01 -> N13 -> N12 -> N09 -> N03 -> N11 -> N08 -> N10 -> N14
722,10.0,bounded_blackout,910.551,3341.394,74.482,1,1,2955.275,N04 -> N05 -> N03 -> N08 -> N10 -> N11 -> N07 -> N13 -> N06 -> N01 -> N14 -> N09 -> N02 -> N12
722,20.0,distance_only,1493.173,3187.079,165.339,0,1,0.022,N10 -> N05 -> N04 -> N03 -> N08 -> N14 -> N07 -> N13 -> N02 -> N01 -> N12 -> N11 -> N09 -> N06
722,20.0,protocol_aware,1192.622,3054.416,125.609,0,1,687.389,N04 -> N05 -> N07 -> N02 -> N06 -> N01 -> N13 -> N12 -> N09 -> N03 -> N11 -> N08 -> N10 -> N14
722,20.0,bounded_blackout,1691.961,3341.394,241.53,0,0,2955.275,N04 -> N05 -> N03 -> N08 -> N10 -> N11 -> N07 -> N13 -> N06 -> N01 -> N14 -> N09 -> N02 -> N12
722,30.0,distance_only,1712.96,3187.079,218.697,0,0,0.022,N10 -> N05 -> N04 -> N03 -> N08 -> N14 -> N07 -> N13 -> N02 -> N01 -> N12 -> N11 -> N09 -> N06
722,30.0,protocol_aware,1412.046,3054.416,153.974,0,1,687.389,N04 -> N05 -> N07 -> N02 -> N06 -> N01 -> N13 -> N12 -> N09 -> N03 -> N11 -> N08 -> N10 -> N14
722,30.0,bounded_blackout,1698.24,3341.394,197.877,0,0,2955.275,N04 -> N05 -> N03 -> N08 -> N10 -> N11 -> N07 -> N13 -> N06 -> N01 -> N14 -> N09 -> N02 -> N12
723,0.0,distance_only,1441.499,2715.724,226.465,0,1,0.023,N01 -> N09 -> N06 -> N13 -> N14 -> N11 -> N08 -> N07 -> N12 -> N05 -> N04 -> N03 -> N10 -> N02
723,0.0,protocol_aware,1013.629,2618.275,96.632,0,1,270.646,N04 -> N12 -> N03 -> N05 -> N13 -> N11 -> N07 -> N14 -> N08 -> N06 -> N10 -> N02 -> N01 -> N09
723,0.0,bounded_blackout,1034.641,4006.641,89.814,1,1,1620.763,N02 -> N12 -> N07 -> N03 -> N04 -> N05 -> N06 -> N10 -> N08 -> N13 -> N11 -> N09 -> N01 -> N14
723,2.0,distance_only,1439.732,2715.724,225.728,0,1,0.023,N01 -> N09 -> N06 -> N13 -> N14 -> N11 -> N08 -> N07 -> N12 -> N05 -> N04 -> N03 -> N10 -> N02
723,2.0,protocol_aware,1011.998,2618.275,96.943,0,1,270.646,N04 -> N12 -> N03 -> N05 -> N13 -> N11 -> N07 -> N14 -> N08 -> N06 -> N10 -> N02 -> N01 -> N09
